Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Randomise questionnaire elements?,Question Key,Response
1,1722253139577,29/07/2024 11:38:59,1722253139343,1,29/07/2024 12:38:59,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1600x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,BEGIN QUESTIONNAIRE,
2,1722253180974,29/07/2024 11:39:40,1722253180853,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-day,14
3,1722253181133,29/07/2024 11:39:41,1722253180853,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-month,9
4,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-year,36
5,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex,Male
6,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex-quantised,1
7,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex-text,
8,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent1,1
9,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent2,1
10,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent3,1
11,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent4,1
12,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent5,1
13,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent6,1
14,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent7,1
15,1722253181133,29/07/2024 11:39:41,1722253180854,1,29/07/2024 12:39:40,161157,10,questionnaire-i1ko,,39253203,BLIND,11512484,,complete,,66a77f4152c5f4a43425a5e6,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1280x720,1579x742,,,,Consent from the previous project,2,438ms,,audio,,,,No,END QUESTIONNAIRE,41511
1,1722253142079,29/07/2024 11:39:02,1722253141649,1,29/07/2024 12:39:01,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1265x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,BEGIN QUESTIONNAIRE,
2,1722253162204,29/07/2024 11:39:22,1722253161842,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-day,29
3,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-month,5
4,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-year,37
5,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex,Male
6,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex-quantised,1
7,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex-text,
8,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent1,1
9,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent2,1
10,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent3,1
11,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent4,1
12,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent5,1
13,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent6,1
14,1722253162275,29/07/2024 11:39:22,1722253161843,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent7,1
15,1722253162275,29/07/2024 11:39:22,1722253161844,1,29/07/2024 12:39:21,161157,10,questionnaire-i1ko,,39253204,BLIND,11512485,,complete,,66a77f423e3487f2b2cf3336,computer,Desktop or Laptop,Windows 10,Firefox 128.0,2432x1368,1252x1251,,,,Consent from the previous project,2,438ms,,audio,,,,No,END QUESTIONNAIRE,20195
1,1722253144449,29/07/2024 11:39:04,1722253144327,1,29/07/2024 12:39:04,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253171674,29/07/2024 11:39:31,1722253171526,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,28
3,1722253171759,29/07/2024 11:39:31,1722253171527,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,11
4,1722253171759,29/07/2024 11:39:31,1722253171527,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,27
5,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Male
6,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,1
7,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1722253171759,29/07/2024 11:39:31,1722253171528,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1722253171759,29/07/2024 11:39:31,1722253171529,1,29/07/2024 12:39:31,161157,10,questionnaire-i1ko,,39253206,BLIND,11512487,,complete,,66a77f4a4c7db227b08a255b,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1903x953,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,27202
1,1722253144922,29/07/2024 11:39:04,1722253143332,1,29/07/2024 12:39:03,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253165665,29/07/2024 11:39:25,1722253164105,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,14
3,1722253165726,29/07/2024 11:39:25,1722253164107,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,9
4,1722253165726,29/07/2024 11:39:25,1722253164107,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,32
5,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Male
6,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,1
7,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1722253165726,29/07/2024 11:39:25,1722253164108,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1722253165726,29/07/2024 11:39:25,1722253164109,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1722253165726,29/07/2024 11:39:25,1722253164109,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1722253165726,29/07/2024 11:39:25,1722253164109,1,29/07/2024 12:39:24,161157,10,questionnaire-i1ko,,39253207,BLIND,11512488,,complete,,66a77f41af0b71948ea64ea2,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1536x864,1536x702,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,20777
1,1722253148839,29/07/2024 11:39:08,1722253147103,1,29/07/2024 12:39:07,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1272x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,BEGIN QUESTIONNAIRE,
2,1722253198179,29/07/2024 11:39:58,1722253196472,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-day,21
3,1722253198247,29/07/2024 11:39:58,1722253196473,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-month,1
4,1722253198247,29/07/2024 11:39:58,1722253196473,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,birth.date-year,43
5,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex,Male
6,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex-quantised,1
7,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,sex-text,
8,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent1,1
9,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent2,1
