Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Randomise questionnaire elements?,Question Key,Response
10,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent3,1
11,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent4,1
12,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent5,1
13,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent6,1
14,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,Consent7,1
15,1722253198247,29/07/2024 11:39:58,1722253196474,1,29/07/2024 12:39:56,161157,10,questionnaire-i1ko,,39253209,BLIND,11512489,,complete,,66a77f4ba6fc7c9a5eda124c,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1257x598,,,,Consent from the previous project,2,438ms,,audio,,,,No,END QUESTIONNAIRE,49371
1,1722253153049,29/07/2024 11:39:13,1722253152878,1,29/07/2024 12:39:12,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253178696,29/07/2024 11:39:38,1722253178566,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,21
3,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,5
4,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,37
5,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Male
6,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,1
7,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1722253178769,29/07/2024 11:39:38,1722253178568,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1722253178769,29/07/2024 11:39:38,1722253178569,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1722253178769,29/07/2024 11:39:38,1722253178569,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1722253178769,29/07/2024 11:39:38,1722253178569,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1722253178769,29/07/2024 11:39:38,1722253178569,1,29/07/2024 12:39:38,161157,10,questionnaire-i1ko,,39253213,BLIND,11512490,,complete,,66a77f46d10d5213bc9d2f20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1280x800,1163x648,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,25691
1,1722253160483,29/07/2024 11:39:20,1722253160513,1,29/07/2024 12:39:20,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1128x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253201159,29/07/2024 11:40:01,1722253201242,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,14
3,1722253201270,29/07/2024 11:40:01,1722253201243,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,2
4,1722253201270,29/07/2024 11:40:01,1722253201243,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,59
5,1722253201270,29/07/2024 11:40:01,1722253201243,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Male
6,1722253201270,29/07/2024 11:40:01,1722253201243,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,1
7,1722253201270,29/07/2024 11:40:01,1722253201243,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1722253201270,29/07/2024 11:40:01,1722253201244,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1722253201270,29/07/2024 11:40:01,1722253201245,1,29/07/2024 12:40:01,161157,10,questionnaire-i1ko,,39253216,BLIND,11512491,,complete,,66a77f432214e3ba62d1c407,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1128x752,1111x625,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,40732
1,1722253165717,29/07/2024 11:39:25,1722254514836,1,29/07/2024 13:01:54,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1616x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253243042,29/07/2024 11:40:43,1722254592192,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,0
3,1722253243083,29/07/2024 11:40:43,1722254592193,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,0
4,1722253243083,29/07/2024 11:40:43,1722254592193,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,0
5,1722253243083,29/07/2024 11:40:43,1722254592193,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Female
6,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,2
7,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1722253243083,29/07/2024 11:40:43,1722254592194,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1722253243083,29/07/2024 11:40:43,1722254592195,1,29/07/2024 13:03:12,161157,10,questionnaire-i1ko,,39253225,BLIND,11512494,,complete,,66a77f47e8a3052d4025f6fe,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1920x1080,1601x839,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,77359
1,1722253172692,29/07/2024 11:39:32,1722253170931,1,29/07/2024 12:39:30,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1278x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253197526,29/07/2024 11:39:57,1722253195800,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,6
3,1722253197603,29/07/2024 11:39:57,1722253195802,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,8
4,1722253197603,29/07/2024 11:39:57,1722253195802,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,19
5,1722253197603,29/07/2024 11:39:57,1722253195802,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Female
6,1722253197603,29/07/2024 11:39:57,1722253195802,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-quantised,2
7,1722253197603,29/07/2024 11:39:57,1722253195802,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex-text,
8,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent1,1
9,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent2,1
10,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent3,1
11,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent4,1
12,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent5,1
13,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent6,1
14,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,Consent7,1
15,1722253197603,29/07/2024 11:39:57,1722253195803,1,29/07/2024 12:39:55,161157,10,questionnaire-i1ko,,39253233,BLIND,11512496,,complete,,66a77f4532e7575b13460a68,computer,Desktop or Laptop,Windows 10,Opera 112.0.0.0,1280x720,1263x551,,,,Consent from the previous project,2,752ms,,,,audio,,No,END QUESTIONNAIRE,24873
1,1722253178217,29/07/2024 11:39:38,1722253176055,1,29/07/2024 12:39:36,161157,10,questionnaire-i1ko,,39253238,BLIND,11512500,,complete,,66a77f4806e7a57fea5da4ff,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1366x633,,,,Consent from the previous project,2,752ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722253227552,29/07/2024 11:40:27,1722253225313,1,29/07/2024 12:40:25,161157,10,questionnaire-i1ko,,39253238,BLIND,11512500,,complete,,66a77f4806e7a57fea5da4ff,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1349x633,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-day,29
3,1722253227610,29/07/2024 11:40:27,1722253225316,1,29/07/2024 12:40:25,161157,10,questionnaire-i1ko,,39253238,BLIND,11512500,,complete,,66a77f4806e7a57fea5da4ff,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1349x633,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-month,6
4,1722253227610,29/07/2024 11:40:27,1722253225316,1,29/07/2024 12:40:25,161157,10,questionnaire-i1ko,,39253238,BLIND,11512500,,complete,,66a77f4806e7a57fea5da4ff,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1349x633,,,,Consent from the previous project,2,752ms,,,,audio,,No,birth.date-year,59
5,1722253227610,29/07/2024 11:40:27,1722253225316,1,29/07/2024 12:40:25,161157,10,questionnaire-i1ko,,39253238,BLIND,11512500,,complete,,66a77f4806e7a57fea5da4ff,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,1349x633,,,,Consent from the previous project,2,752ms,,,,audio,,No,sex,Female
